date,state,region,retail_recreation,grocery_pharmacy,parks,transit_stations,workplaces,residential
2020-03-29,Kansas,Russell County,-66,-2,,,-17,
2020-03-29,Kansas,Saline County,-27,-16,-7,-11,-21,11
2020-03-29,Kansas,Scott County,-53,,,,-19,
2020-03-29,Kansas,Sedgwick County,-38,-16,76,-37,-34,9
2020-03-29,Kansas,Seward County,-24,-1,,-11,-14,-1
2020-03-29,Kansas,Shawnee County,-37,-16,55,13,-30,10
2020-03-29,Kansas,Sherman County,-18,,,,,
2020-03-29,Kansas,Stevens County,-62,,,,,
2020-03-29,Kansas,Sumner County,-26,10,,,-30,1
2020-03-29,Kansas,Thomas County,-31,,,-2,-25,
2020-03-29,Kansas,Trego County,,-14,,,,
2020-03-29,Kansas,Wabaunsee County,,,,,-32,
2020-03-29,Kansas,Washington County,,,,,-16,
2020-03-29,Kansas,Wilson County,-18,2,,,-26,
2020-03-29,Kansas,Wyandotte County,-43,-10,53,-5,-33,9
2020-03-29,Kentucky,Total,-37,-11,68,-34,-34,9
2020-03-29,Kentucky,Adair County,-22,-16,,,-39,
2020-03-29,Kentucky,Allen County,-17,0,,,-24,
2020-03-29,Kentucky,Anderson County,-26,-5,,,-27,-1
2020-03-29,Kentucky,Ballard County,,,,,-24,
2020-03-29,Kentucky,Barren County,-31,-9,,,-28,7
2020-03-29,Kentucky,Bath County,,-9,,,-34,
2020-03-29,Kentucky,Bell County,-28,-12,,,-25,
2020-03-29,Kentucky,Boone County,-44,-16,53,-54,-37,9
2020-03-29,Kentucky,Bourbon County,-19,-25,,,-29,
2020-03-29,Kentucky,Boyd County,-44,-11,,-18,-27,15
2020-03-29,Kentucky,Boyle County,-40,-15,,,-38,
2020-03-29,Kentucky,Bracken County,,,,,-33,
2020-03-29,Kentucky,Breathitt County,-14,,,,-33,
2020-03-29,Kentucky,Breckinridge County,-7,7,,,-21,
2020-03-29,Kentucky,Bullitt County,-36,-10,,-26,-35,18
2020-03-29,Kentucky,Butler County,-39,4,,,-33,
2020-03-29,Kentucky,Caldwell County,-20,10,,,-30,
2020-03-29,Kentucky,Calloway County,-39,-10,,,-34,10
2020-03-29,Kentucky,Campbell County,-42,-4,,,-38,13
2020-03-29,Kentucky,Carroll County,-20,-18,,,-9,
2020-03-29,Kentucky,Carter County,-26,-6,,-13,-15,
2020-03-29,Kentucky,Casey County,0,5,,,-38,
2020-03-29,Kentucky,Christian County,-21,-11,,-17,-36,16
2020-03-29,Kentucky,Clark County,-27,-8,,,-34,12
2020-03-29,Kentucky,Clay County,-2,-12,,,-24,
2020-03-29,Kentucky,Clinton County,,,,,-29,
2020-03-29,Kentucky,Crittenden County,-37,-2,,,-25,
2020-03-29,Kentucky,Daviess County,-43,-16,39,,-28,8
2020-03-29,Kentucky,Edmonson County,,,,,-35,
2020-03-29,Kentucky,Estill County,-26,-11,,,-34,
2020-03-29,Kentucky,Fayette County,-45,-12,57,-46,-39,10
2020-03-29,Kentucky,Fleming County,-10,0,,,-39,
2020-03-29,Kentucky,Floyd County,-22,-6,,,-25,
2020-03-29,Kentucky,Franklin County,-32,-15,,,-36,18
2020-03-29,Kentucky,Fulton County,-16,-12,,,-22,
2020-03-29,Kentucky,Gallatin County,-6,58,,-89,-34,
2020-03-29,Kentucky,Garrard County,-49,9,,,-34,
2020-03-29,Kentucky,Grant County,-27,-10,,,-42,1
2020-03-29,Kentucky,Graves County,-21,-6,,,-32,10
2020-03-29,Kentucky,Grayson County,-13,8,,,-36,
2020-03-29,Kentucky,Green County,,,,,-30,
2020-03-29,Kentucky,Greenup County,-33,-5,,,-23,1
2020-03-29,Kentucky,Hancock County,,,,,-32,
2020-03-29,Kentucky,Hardin County,-39,-16,,-34,-38,8
2020-03-29,Kentucky,Harlan County,-14,3,,,-4,
2020-03-29,Kentucky,Harrison County,86,-49,,,-33,
2020-03-29,Kentucky,Hart County,10,3,,-15,-30,
2020-03-29,Kentucky,Henderson County,-21,23,,,-30,16
2020-03-29,Kentucky,Henry County,-35,1,,-26,-42,
2020-03-29,Kentucky,Hopkins County,-35,-18,,-37,-31,15
2020-03-29,Kentucky,Jackson County,,,,,-38,
2020-03-29,Kentucky,Jefferson County,-44,-10,83,-37,-38,10
2020-03-29,Kentucky,Jessamine County,-38,-24,,-7,-39,17
2020-03-29,Kentucky,Johnson County,-22,-17,,,-22,
2020-03-29,Kentucky,Kenton County,-35,-8,108,-2,-35,10
2020-03-29,Kentucky,Knott County,,,,,-35,
2020-03-29,Kentucky,Knox County,-20,-15,,,-24,
2020-03-29,Kentucky,Larue County,-26,-5,,,-28,
2020-03-29,Kentucky,Laurel County,-36,-14,61,-22,-30,14
2020-03-29,Kentucky,Lawrence County,-28,-33,,,-20,
2020-03-29,Kentucky,Letcher County,-12,-11,,,-32,
2020-03-29,Kentucky,Lewis County,,-14,,,-22,
2020-03-29,Kentucky,Lincoln County,-12,16,,,-29,
2020-03-29,Kentucky,Livingston County,,4,,,-34,
2020-03-29,Kentucky,Logan County,-16,-5,,,-23,
2020-03-29,Kentucky,Lyon County,-33,,,,-29,
2020-03-29,Kentucky,Madison County,-40,-15,,-8,-41,8
2020-03-29,Kentucky,Marion County,-12,-4,,,-34,
2020-03-29,Kentucky,Marshall County,-24,7,,-16,-30,9
2020-03-29,Kentucky,Mason County,-23,,,,-20,
2020-03-29,Kentucky,McCracken County,-40,-13,-24,-15,-34,16
2020-03-29,Kentucky,McCreary County,-21,5,,,-33,
2020-03-29,Kentucky,McLean County,,,,,-27,
2020-03-29,Kentucky,Meade County,-26,4,,,-29,8
2020-03-29,Kentucky,Menifee County,,,,,-38,
2020-03-29,Kentucky,Mercer County,-25,-9,,,-28,
2020-03-29,Kentucky,Metcalfe County,,-16,,,-36,
2020-03-29,Kentucky,Monroe County,-16,,,,-33,
2020-03-29,Kentucky,Montgomery County,-28,-3,,-8,-23,-3
2020-03-29,Kentucky,Morgan County,-59,,,,-34,
2020-03-29,Kentucky,Muhlenberg County,-26,-2,,,-30,
2020-03-29,Kentucky,Nelson County,-29,-15,,,-35,17
2020-03-29,Kentucky,Nicholas County,,,,,-43,
2020-03-29,Kentucky,Ohio County,-18,8,,-34,-27,
2020-03-29,Kentucky,Oldham County,-36,-6,,,-41,24
2020-03-29,Kentucky,Owen County,,,,,-41,
2020-03-29,Kentucky,Pendleton County,-4,-19,,,-35,
2020-03-29,Kentucky,Perry County,-30,-12,,,-18,
2020-03-29,Kentucky,Pike County,-35,-12,,,-25,
2020-03-29,Kentucky,Powell County,1,-4,,,-37,
2020-03-29,Kentucky,Pulaski County,-34,-22,,,-36,15
2020-03-29,Kentucky,Rockcastle County,-53,-21,,,-24,
2020-03-29,Kentucky,Rowan County,-26,1,,,-28,
2020-03-29,Kentucky,Russell County,-22,10,,,-32,
2020-03-29,Kentucky,Scott County,-38,-23,,-25,-42,23
2020-03-29,Kentucky,Shelby County,-38,-4,,-35,-45,18
2020-03-29,Kentucky,Simpson County,-22,-8,,-25,-31,
2020-03-29,Kentucky,Spencer County,-25,6,,,-40,
2020-03-29,Kentucky,Taylor County,-33,-5,,,-22,
2020-03-29,Kentucky,Todd County,-48,0,,,-32,
2020-03-29,Kentucky,Trigg County,-27,-2,,,-35,
2020-03-29,Kentucky,Trimble County,,,,,-36,
2020-03-29,Kentucky,Union County,-19,-10,,,-44,
2020-03-29,Kentucky,Warren County,-42,-23,-26,-22,-37,10
2020-03-29,Kentucky,Washington County,-33,,,,-44,
2020-03-29,Kentucky,Wayne County,-8,-21,,,-29,
2020-03-29,Kentucky,Webster County,,-8,,,-25,
2020-03-29,Kentucky,Whitley County,-33,3,,-4,-26,-3
2020-03-29,Kentucky,Woodford County,-33,-17,,,-30,
2020-03-29,Louisiana,Total,-45,-16,-18,-49,-35,11
2020-03-29,Louisiana,Acadia Parish,-24,-5,,-36,-21,15
2020-03-29,Louisiana,Allen Parish,-34,-19,,,-33,
2020-03-29,Louisiana,Ascension Parish,-45,-21,,,-34,15
2020-03-29,Louisiana,Assumption Parish,,-8,,,-36,
2020-03-29,Louisiana,Avoyelles Parish,-24,-8,,,-32,-2
2020-03-29,Louisiana,Beauregard Parish,-29,-10,,,-31,3
2020-03-29,Louisiana,Bienville Parish,-41,-15,,,-32,
2020-03-29,Louisiana,Bossier Parish,-49,-19,4,-30,-37,12
2020-03-29,Louisiana,Caddo Parish,-36,-9,-14,-31,-32,10
2020-03-29,Louisiana,Calcasieu Parish,-40,-19,-6,-38,-34,11
2020-03-29,Louisiana,Caldwell Parish,-25,,,,-29,
2020-03-29,Louisiana,Cameron Parish,,10,,,-17,
2020-03-29,Louisiana,Catahoula Parish,-64,-20,,,-38,
2020-03-29,Louisiana,Claiborne Parish,-49,-18,,,-31,
2020-03-29,Louisiana,Concordia Parish,-23,-16,,,-20,
2020-03-29,Louisiana,De Soto Parish,-13,-16,,-35,-24,
2020-03-29,Louisiana,East Baton Rouge Parish,-48,-16,-26,-44,-34,12
2020-03-29,Louisiana,East Feliciana Parish,-23,-9,,,-35,
2020-03-29,Louisiana,Evangeline Parish,-16,-4,,,-25,
2020-03-29,Louisiana,Franklin Parish,-28,-8,,,-22,
2020-03-29,Louisiana,Grant Parish,,-13,,,-20,
2020-03-29,Louisiana,Iberia Parish,-26,-11,-30,,-23,16
2020-03-29,Louisiana,Iberville Parish,-29,-4,,-43,-30,
2020-03-29,Louisiana,Jackson Parish,-19,-8,,,-30,
2020-03-29,Louisiana,Jefferson Davis Parish,-40,-12,,-47,-33,-1
2020-03-29,Louisiana,Jefferson Parish,-49,-20,-1,-84,-44,14
2020-03-29,Louisiana,La Salle Parish,-27,-9,,,-31,
2020-03-29,Louisiana,Lafayette Parish,-44,-22,15,-42,-31,11
2020-03-29,Louisiana,Lafourche Parish,-23,-13,,-36,-25,12
2020-03-29,Louisiana,Lincoln Parish,-53,-26,,,-38,9
2020-03-29,Louisiana,Livingston Parish,-40,-12,-13,-16,-32,10
2020-03-29,Louisiana,Madison Parish,-17,-8,,-37,-20,
2020-03-29,Louisiana,Morehouse Parish,-24,-8,,,-23,
2020-03-29,Louisiana,Natchitoches Parish,-33,-24,,,-30,6
2020-03-29,Louisiana,Orleans Parish,-71,-35,-55,-59,-54,16
2020-03-29,Louisiana,Ouachita Parish,-41,-15,-24,-27,-29,9
2020-03-29,Louisiana,Plaquemines Parish,-39,-21,-31,,-25,
2020-03-29,Louisiana,Pointe Coupee Parish,-15,-12,,,-16,
2020-03-29,Louisiana,Rapides Parish,-40,-15,-2,-55,-30,10
2020-03-29,Louisiana,Red River Parish,-42,,,,-26,
2020-03-29,Louisiana,Richland Parish,-24,-10,,-25,-16,
2020-03-29,Louisiana,Sabine Parish,-16,-6,,,-23,
2020-03-29,Louisiana,St. Bernard Parish,-31,1,-21,,-35,23
2020-03-29,Louisiana,St. Charles Parish,-39,-13,,-18,-35,22
2020-03-29,Louisiana,St. Helena Parish,,-20,,,-35,
2020-03-29,Louisiana,St. James Parish,-46,-11,,,-17,
2020-03-29,Louisiana,St. John the Baptist Parish,-34,-3,-67,-51,-37,22
2020-03-29,Louisiana,St. Landry Parish,-28,-16,,-40,-28,14
2020-03-29,Louisiana,St. Martin Parish,-34,-14,-10,-45,-29,19
2020-03-29,Louisiana,St. Mary Parish,-31,-11,,-43,-33,15
2020-03-29,Louisiana,St. Tammany Parish,-45,-19,3,-21,-35,11
2020-03-29,Louisiana,Tangipahoa Parish,-35,-6,-20,-17,-32,10
2020-03-29,Louisiana,Terrebonne Parish,-43,-12,25,-42,-32,9
2020-03-29,Louisiana,Union Parish,-22,6,,,-31,
2020-03-29,Louisiana,Vermilion Parish,-21,-3,,,-29,16
2020-03-29,Louisiana,Vernon Parish,-32,-21,,,-34,19
2020-03-29,Louisiana,Washington Parish,-21,-1,,,-20,2
2020-03-29,Louisiana,Webster Parish,-27,-19,,-19,-31,13
2020-03-29,Louisiana,West Baton Rouge Parish,-42,1,,-37,-36,
2020-03-29,Louisiana,West Carroll Parish,-23,-29,,,-22,
2020-03-29,Louisiana,West Feliciana Parish,-54,-19,,,-45,
2020-03-29,Louisiana,Winn Parish,-25,0,,,-23,
2020-03-29,Maine,Total,-50,-22,-24,-56,-31,10
2020-03-29,Maine,Androscoggin County,-49,-21,-26,,-30,10
2020-03-29,Maine,Aroostook County,-28,9,-4,,-18,16
2020-03-29,Maine,Cumberland County,-60,-36,-38,-67,-37,13
2020-03-29,Maine,Franklin County,-53,-21,,,-32,0
2020-03-29,Maine,Hancock County,-35,-1,15,,-22,17
2020-03-29,Maine,Kennebec County,-42,-19,-37,-53,-28,10
2020-03-29,Maine,Knox County,-35,-24,,,-30,11
2020-03-29,Maine,Lincoln County,-54,-15,,,-30,6
2020-03-29,Maine,Oxford County,-53,-27,-55,,-38,18
2020-03-29,Maine,Penobscot County,-45,-14,4,-29,-31,9
2020-03-29,Maine,Piscataquis County,-62,-8,,,-14,
2020-03-29,Maine,Sagadahoc County,-48,-11,,,-34,13
2020-03-29,Maine,Somerset County,-29,-15,-9,,-22,17
2020-03-29,Maine,Waldo County,-44,-20,,,-27,13
2020-03-29,Maine,Washington County,-42,-8,,,-24,
2020-03-29,Maine,York County,-55,-23,-48,-64,-36,12
2020-03-29,Maryland,Total,-45,-25,29,-51,-39,13
2020-03-29,Maryland,Allegany County,-39,-17,-8,-32,-31,16
2020-03-29,Maryland,Anne Arundel County,-49,-31,33,-76,-42,13
2020-03-29,Maryland,Baltimore,-44,-18,12,-34,-37,12
2020-03-29,Maryland,Baltimore County,-46,-21,10,-39,-36,13
2020-03-29,Maryland,Calvert County,-37,-33,33,,-39,23
2020-03-29,Maryland,Caroline County,-28,-21,,,-28,15
2020-03-29,Maryland,Carroll County,-43,-35,10,-50,-34,12
2020-03-29,Maryland,Cecil County,-34,-32,-34,-57,-30,10
2020-03-29,Maryland,Charles County,-41,-18,-42,-28,-39,13
2020-03-29,Maryland,Dorchester County,-29,-6,,,-28,12
2020-03-29,Maryland,Frederick County,-49,-30,19,-35,-38,13
2020-03-29,Maryland,Garrett County,-37,-20,,-17,-37,-1
2020-03-29,Maryland,Harford County,-43,-30,50,-62,-32,12
2020-03-29,Maryland,Howard County,-57,-45,7,-30,-47,16
2020-03-29,Maryland,Kent County,-43,-14,,,-33,
2020-03-29,Maryland,Montgomery County,-51,-30,44,-50,-45,16
2020-03-29,Maryland,Prince George's County,-40,-26,37,-50,-40,14
2020-03-29,Maryland,Queen Anne's County,-57,-33,-36,,-40,21
2020-03-29,Maryland,Somerset County,-41,-7,,,-36,
2020-03-29,Maryland,St. Mary's County,-40,-19,32,,-34,14
2020-03-29,Maryland,Talbot County,-42,-23,,,-38,8
2020-03-29,Maryland,Washington County,-42,-20,28,-22,-32,10
2020-03-29,Maryland,Wicomico County,-46,-23,,-58,-34,10
2020-03-29,Maryland,Worcester County,-47,-21,-24,,-39,16
2020-03-29,Massachusetts,Total,-59,-36,-56,-73,-42,16
2020-03-29,Massachusetts,Barnstable County,-57,-28,-38,-67,-41,13
2020-03-29,Massachusetts,Berkshire County,-49,-31,-36,-68,-35,12
2020-03-29,Massachusetts,Bristol County,-54,-32,-44,-54,-35,13
2020-03-29,Massachusetts,Dukes County,-79,-41,,-53,-51,
2020-03-29,Massachusetts,Essex County,-58,-39,-53,-60,-44,16
2020-03-29,Massachusetts,Franklin County,-58,-40,-37,-39,-37,22
2020-03-29,Massachusetts,Hampden County,-54,-28,-46,-56,-37,12
2020-03-29,Massachusetts,Hampshire County,-60,-39,-45,-65,-43,15
2020-03-29,Massachusetts,Middlesex County,-64,-41,-62,-73,-46,18
2020-03-29,Massachusetts,Nantucket County,-70,-38,,,-54,
2020-03-29,Massachusetts,Norfolk County,-63,-37,-57,-61,-44,17
2020-03-29,Massachusetts,Plymouth County,-57,-32,-34,-54,-37,14
2020-03-29,Massachusetts,Suffolk County,-71,-41,-68,-79,-51,18
2020-03-29,Massachusetts,Worcester County,-55,-36,-60,-66,-38,14
2020-03-29,Michigan,Total,-58,-28,15,-55,-43,12
2020-03-29,Michigan,Alcona County,1,,,,-45,
2020-03-29,Michigan,Alger County,-79,-57,-54,,-56,
2020-03-29,Michigan,Allegan County,-49,-17,-21,-36,-39,12
2020-03-29,Michigan,Alpena County,-43,-17,,,-31,3
2020-03-29,Michigan,Antrim County,-75,-20,,,-43,
2020-03-29,Michigan,Arenac County,-41,-9,,,-36,
2020-03-29,Michigan,Baraga County,,-44,,,-57,
2020-03-29,Michigan,Barry County,-55,-9,,,-40,25
2020-03-29,Michigan,Bay County,-55,-25,-23,,-37,11
2020-03-29,Michigan,Benzie County,-44,-7,,,-39,
2020-03-29,Michigan,Berrien County,-50,-22,31,-37,-38,11
2020-03-29,Michigan,Branch County,-52,-36,,,-28,22
2020-03-29,Michigan,Calhoun County,-53,-24,-13,-30,-42,11
2020-03-29,Michigan,Cass County,-55,-15,,,-38,22
2020-03-29,Michigan,Charlevoix County,-54,-20,-34,,-40,
2020-03-29,Michigan,Cheboygan County,-45,-14,,,-37,
2020-03-29,Michigan,Chippewa County,-63,-3,-47,,-44,2
2020-03-29,Michigan,Clare County,-61,-17,,,-35,9
2020-03-29,Michigan,Clinton County,-59,-36,,-54,-38,28
2020-03-29,Michigan,Crawford County,-55,-40,,,-39,
2020-03-29,Michigan,Delta County,-47,-24,,,-29,9
2020-03-29,Michigan,Dickinson County,-38,-13,,,-27,0
2020-03-29,Michigan,Eaton County,-59,-35,,,-38,12
2020-03-29,Michigan,Emmet County,-60,-32,,,-49,1
2020-03-29,Michigan,Genesee County,-55,-25,6,-48,-45,12
2020-03-29,Michigan,Gladwin County,-77,-6,,,-41,0
2020-03-29,Michigan,Gogebic County,-53,-35,,,-45,
2020-03-29,Michigan,Grand Traverse County,-60,-30,-8,-69,-43,15
2020-03-29,Michigan,Gratiot County,-50,-31,,,-32,21
2020-03-29,Michigan,Hillsdale County,-48,-22,,,-38,24
2020-03-29,Michigan,Houghton County,-61,-27,-59,,-44,3
2020-03-29,Michigan,Huron County,-42,-5,,,-29,0
2020-03-29,Michigan,Ingham County,-64,-31,13,-63,-41,14
2020-03-29,Michigan,Ionia County,-52,-24,,-47,-39,24
2020-03-29,Michigan,Iosco County,-42,-5,,,-39,
2020-03-29,Michigan,Iron County,-58,-14,,,-39,
2020-03-29,Michigan,Isabella County,-62,-36,,,-47,24
2020-03-29,Michigan,Jackson County,-54,-23,-7,-41,-42,11
2020-03-29,Michigan,Kalamazoo County,-61,-34,15,-56,-40,12
2020-03-29,Michigan,Kalkaska County,-73,-11,,,-42,
2020-03-29,Michigan,Kent County,-65,-31,-26,-68,-44,13
2020-03-29,Michigan,Lake County,-56,5,,,-47,
2020-03-29,Michigan,Lapeer County,-52,-30,-38,,-46,27
2020-03-29,Michigan,Leelanau County,-67,-12,,,-49,
2020-03-29,Michigan,Lenawee County,-55,-23,,,-42,11
2020-03-29,Michigan,Livingston County,-65,-29,11,,-46,12
2020-03-29,Michigan,Luce County,-67,,,,,
2020-03-29,Michigan,Mackinac County,-71,-39,,,-52,
2020-03-29,Michigan,Macomb County,-59,-30,106,-33,-48,13
2020-03-29,Michigan,Manistee County,-71,-17,,,-40,
2020-03-29,Michigan,Marquette County,-61,-39,-40,,-37,21
2020-03-29,Michigan,Mason County,-48,-24,,,-43,7
2020-03-29,Michigan,Mecosta County,-46,-18,,,-37,20
2020-03-29,Michigan,Menominee County,-47,-35,,,-23,
2020-03-29,Michigan,Midland County,-55,-27,-15,,-40,27
2020-03-29,Michigan,Missaukee County,-44,,,,-39,
2020-03-29,Michigan,Monroe County,-54,-30,52,-21,-34,11
2020-03-29,Michigan,Montcalm County,-46,-17,,,-29,22
2020-03-29,Michigan,Montmorency County,-54,-14,,,-40,
2020-03-29,Michigan,Muskegon County,-52,-22,15,,-40,11
2020-03-29,Michigan,Newaygo County,-49,-13,40,,-34,23
2020-03-29,Michigan,Oakland County,-65,-35,31,-50,-50,14
2020-03-29,Michigan,Oceana County,-69,-5,-26,,-35,-1
2020-03-29,Michigan,Ogemaw County,-47,-14,,,-45,
2020-03-29,Michigan,Ontonagon County,-46,,,,,
2020-03-29,Michigan,Osceola County,-66,-5,,,-42,
2020-03-29,Michigan,Oscoda County,-74,-12,,,-43,
2020-03-29,Michigan,Otsego County,-58,-36,,,-41,-1
2020-03-29,Michigan,Ottawa County,-57,-32,33,-20,-48,13
2020-03-29,Michigan,Presque Isle County,-63,-19,,,-38,
2020-03-29,Michigan,Roscommon County,-45,-9,-38,,-43,
2020-03-29,Michigan,Saginaw County,-60,-24,-10,-61,-43,12
2020-03-29,Michigan,Sanilac County,-38,-8,,,-39,12
2020-03-29,Michigan,Schoolcraft County,-80,-37,-51,,-44,
2020-03-29,Michigan,Shiawassee County,-51,-25,,,-34,24
2020-03-29,Michigan,St. Clair County,-50,-30,38,-32,-37,11
2020-03-29,Michigan,St. Joseph County,-44,-31,,,-39,23
2020-03-29,Michigan,Tuscola County,-47,-19,,,-37,23
2020-03-29,Michigan,Van Buren County,-43,-24,-9,,-30,23
2020-03-29,Michigan,Washtenaw County,-65,-48,53,-49,-53,15
2020-03-29,Michigan,Wayne County,-57,-25,24,-61,-45,13
2020-03-29,Michigan,Wexford County,-52,-21,,,-37,12
2020-03-29,Minnesota,Total,-58,-35,-16,-64,-38,14
2020-03-29,Minnesota,Aitkin County,-63,-46,-65,,-41,
2020-03-29,Minnesota,Anoka County,-55,-34,12,-45,-39,15
2020-03-29,Minnesota,Becker County,-51,-21,,,-35,16
2020-03-29,Minnesota,Beltrami County,-52,-29,4,,-36,18
2020-03-29,Minnesota,Benton County,-58,-33,,,-31,18
2020-03-29,Minnesota,Big Stone County,,,,,-35,
2020-03-29,Minnesota,Blue Earth County,-65,-38,-40,,-35,20
2020-03-29,Minnesota,Brown County,-31,-39,,,-19,9
2020-03-29,Minnesota,Carlton County,-57,-45,,,-26,11
2020-03-29,Minnesota,Carver County,-53,-39,-41,,-46,24
2020-03-29,Minnesota,Cass County,-67,-22,-18,,-45,0
2020-03-29,Minnesota,Chippewa County,-31,,,,-25,
2020-03-29,Minnesota,Chisago County,-72,-41,-33,,-35,20
2020-03-29,Minnesota,Clay County,-44,-25,,,-34,20
2020-03-29,Minnesota,Clearwater County,-35,-34,,,-38,
2020-03-29,Minnesota,Cook County,-78,-47,,,-46,
2020-03-29,Minnesota,Cottonwood County,-74,,,,-24,
2020-03-29,Minnesota,Crow Wing County,-55,-31,-33,,-37,16
2020-03-29,Minnesota,Dakota County,-57,-37,-16,-43,-41,15
2020-03-29,Minnesota,Dodge County,-71,-35,,,-30,4
2020-03-29,Minnesota,Douglas County,-56,-38,-47,-20,-35,17
2020-03-29,Minnesota,Faribault County,-59,-31,,,-18,
2020-03-29,Minnesota,Fillmore County,-74,-25,,,-28,
2020-03-29,Minnesota,Freeborn County,-47,-29,,-20,-32,15
2020-03-29,Minnesota,Goodhue County,-49,-38,-20,,-39,18
2020-03-29,Minnesota,Grant County,,,,,-23,
2020-03-29,Minnesota,Hennepin County,-64,-37,-17,-74,-44,16
2020-03-29,Minnesota,Houston County,-85,-30,,,-28,
2020-03-29,Minnesota,Hubbard County,-45,-32,,,-44,
2020-03-29,Minnesota,Isanti County,-53,-40,-36,,-32,17
2020-03-29,Minnesota,Itasca County,-54,-29,,,-26,17
2020-03-29,Minnesota,Jackson County,-77,,,,-27,
2020-03-29,Minnesota,Kanabec County,-59,-39,,,-38,
2020-03-29,Minnesota,Kandiyohi County,-51,-25,,,-29,16
2020-03-29,Minnesota,Koochiching County,-44,-32,,,-29,
2020-03-29,Minnesota,Lac qui Parle County,,,,,-20,
2020-03-29,Minnesota,Lake County,-81,-48,-50,,-31,
2020-03-29,Minnesota,Lake of the Woods County,-71,,,,,
2020-03-29,Minnesota,Le Sueur County,-22,-22,,,-33,17
2020-03-29,Minnesota,Lincoln County,,,,,-26,
2020-03-29,Minnesota,Lyon County,-51,-33,,,-25,4
2020-03-29,Minnesota,Mahnomen County,,,,,-52,
2020-03-29,Minnesota,Marshall County,,,,,-29,
2020-03-29,Minnesota,Martin County,-55,-27,,,-26,
2020-03-29,Minnesota,McLeod County,-49,-31,,,-25,16
2020-03-29,Minnesota,Meeker County,-40,-49,,,-32,3
2020-03-29,Minnesota,Mille Lacs County,-49,-30,,,-39,11
2020-03-29,Minnesota,Morrison County,-49,-37,-61,,-27,13
2020-03-29,Minnesota,Mower County,-48,-37,,,-25,18
2020-03-29,Minnesota,Murray County,-35,,,,-22,
2020-03-29,Minnesota,Nicollet County,-64,-43,,,-33,20
2020-03-29,Minnesota,Nobles County,-49,-20,,-45,-22,
2020-03-29,Minnesota,Norman County,,,,,-23,
2020-03-29,Minnesota,Olmsted County,-62,-35,-13,-57,-40,15
2020-03-29,Minnesota,Otter Tail County,-45,-15,-2,,-30,15
2020-03-29,Minnesota,Pennington County,-39,-21,,,-40,
2020-03-29,Minnesota,Pine County,-56,-58,-47,,-53,10
2020-03-29,Minnesota,Pipestone County,-64,-20,,,-26,
2020-03-29,Minnesota,Polk County,-55,-28,,,-29,15
2020-03-29,Minnesota,Pope County,-83,,,,-33,
2020-03-29,Minnesota,Ramsey County,-64,-34,-29,-43,-42,15
2020-03-29,Minnesota,Redwood County,-49,-2,,,-38,
2020-03-29,Minnesota,Renville County,-50,,,,-22,
2020-03-29,Minnesota,Rice County,-51,-28,-48,-43,-39,18
2020-03-29,Minnesota,Rock County,-65,,,,-26,
2020-03-29,Minnesota,Roseau County,-73,-26,,,-49,
2020-03-29,Minnesota,Scott County,-55,-41,-19,,-42,15
2020-03-29,Minnesota,Sherburne County,-50,-37,-42,,-38,20
2020-03-29,Minnesota,Sibley County,-32,,,,-18,
2020-03-29,Minnesota,St. Louis County,-64,-41,-35,-56,-37,14
2020-03-29,Minnesota,Stearns County,-61,-37,-53,-62,-36,14
2020-03-29,Minnesota,Steele County,-53,-27,-60,-44,-33,19
2020-03-29,Minnesota,Stevens County,-63,-26,,,-28,
2020-03-29,Minnesota,Swift County,-29,-27,,,-23,
2020-03-29,Minnesota,Todd County,-46,-20,,,-28,3
2020-03-29,Minnesota,Wabasha County,-75,-25,,,-28,
2020-03-29,Minnesota,Wadena County,-46,-27,,,-28,
2020-03-29,Minnesota,Waseca County,-40,-45,,,-21,
2020-03-29,Minnesota,Washington County,-55,-39,-8,-38,-40,16
2020-03-29,Minnesota,Watonwan County,-57,,,,-7,
2020-03-29,Minnesota,Wilkin County,,,,,-28,
2020-03-29,Minnesota,Winona County,-52,-35,,-49,-23,20
2020-03-29,Minnesota,Wright County,-55,-37,-25,,-35,15
2020-03-29,Minnesota,Yellow Medicine County,-23,,,,-26,
2020-03-29,Mississippi,Total,-32,-7,27,-29,-30,9
2020-03-29,Mississippi,Adams County,-33,-10,,,-34,
2020-03-29,Mississippi,Alcorn County,-32,-9,,,-28,1
2020-03-29,Mississippi,Amite County,-34,-13,,,-33,
2020-03-29,Mississippi,Attala County,-10,11,,,-20,
2020-03-29,Mississippi,Benton County,,,,,-23,
2020-03-29,Mississippi,Bolivar County,-15,1,,,-24,
2020-03-29,Mississippi,Calhoun County,-30,2,,,-32,
2020-03-29,Mississippi,Carroll County,,,,,-33,
2020-03-29,Mississippi,Chickasaw County,-18,-16,,,-35,
2020-03-29,Mississippi,Claiborne County,-22,,,,-9,
2020-03-29,Mississippi,Clarke County,-31,-10,,,-25,
2020-03-29,Mississippi,Clay County,-24,8,,-34,-33,
2020-03-29,Mississippi,Coahoma County,-19,18,,,-43,
2020-03-29,Mississippi,Copiah County,-19,-2,,,-15,
2020-03-29,Mississippi,Covington County,-32,-7,,,-29,
2020-03-29,Mississippi,DeSoto County,-37,-7,50,-25,-34,10
2020-03-29,Mississippi,Forrest County,-32,-8,,-27,-30,13
