date,country,region,retail_recreation,grocery_pharmacy,parks,transit_stations,workplaces,residential
2020-03-29,Sweden,Dalarna County,-34,-15,1,-30,-17,5
2020-03-29,Sweden,Gavleborg County,-27,-10,10,-27,-14,5
2020-03-29,Sweden,Gotland County,-12,-6,,-45,-10,7
2020-03-29,Sweden,Halland County,-13,-7,74,-25,-14,5
2020-03-29,Sweden,Jamtland County,-41,-25,3,-46,-16,8
2020-03-29,Sweden,Jonkoping County,-24,-7,30,-29,-23,6
2020-03-29,Sweden,Kalmar County,-11,-5,21,-27,-13,5
2020-03-29,Sweden,Kronoberg County,-19,-6,-51,-35,-17,8
2020-03-29,Sweden,Norrbotten County,-30,-14,60,-38,-15,2
2020-03-29,Sweden,Skåne County,-23,-8,23,-43,-16,6
2020-03-29,Sweden,Stockholm County,-31,-14,24,-45,-21,7
2020-03-29,Sweden,Södermanland County,-18,-7,46,-41,-19,5
2020-03-29,Sweden,Uppsala County,-27,-9,35,-36,-18,7
2020-03-29,Sweden,Varmland County,-28,-11,0,-25,-13,5
2020-03-29,Sweden,Västerbotten County,-27,-10,34,-32,-18,3
2020-03-29,Sweden,Västernorrland County,-26,-9,-14,-26,-17,4
2020-03-29,Sweden,Västmanland County,-18,-7,-25,-32,-17,5
2020-03-29,Sweden,Västra Götaland County,-24,-9,38,-34,-18,6
2020-03-29,Sweden,Örebro County,-18,-7,59,-28,-18,5
2020-03-29,Sweden,Östergötland County,-18,-12,60,-33,-17,5
2020-03-29,Singapore,Total,-28,-6,-12,-40,-15,15
2020-03-29,Slovenia,Total,-88,-92,-43,-54,-45,13
2020-03-29,Slovenia,Administrative unit Maribor,-90,-95,-53,-69,-45,27
2020-03-29,Slovenia,Ajdovščina,-86,-41,,-65,-56,
2020-03-29,Slovenia,Brežice,-91,-55,,,-57,
2020-03-29,Slovenia,Celje,-88,-94,-58,-52,-39,11
2020-03-29,Slovenia,Cerknica,-83,,,,-53,
2020-03-29,Slovenia,Domžale,-89,-89,,-55,-39,22
2020-03-29,Slovenia,Dravograd,-70,,,,-45,
2020-03-29,Slovenia,Gornja Radgona,-88,-33,,,-48,
2020-03-29,Slovenia,Grosuplje,-90,-43,,,-38,2
2020-03-29,Slovenia,Idrija,-66,-45,,,-55,
2020-03-29,Slovenia,Ilirska Bistrica,-80,,,,-55,
2020-03-29,Slovenia,Izola,-84,-33,,,-63,
2020-03-29,Slovenia,Jesenice,-90,-53,-67,-61,-53,
2020-03-29,Slovenia,Kamnik,-95,-47,,,-39,2
2020-03-29,Slovenia,Koper,-92,-85,-63,-73,-47,13
2020-03-29,Slovenia,Kočevje,-73,-51,,,-52,
2020-03-29,Slovenia,Kranj,-90,-91,,-75,-52,30
2020-03-29,Slovenia,Krško,-71,-54,,,-36,
2020-03-29,Slovenia,Laško,-80,-51,,,-53,
2020-03-29,Slovenia,Lenart,-89,-41,,,-51,
2020-03-29,Slovenia,Lendava,-78,-55,,,-48,
2020-03-29,Slovenia,Litija,-77,-35,,,-53,
2020-03-29,Slovenia,Ljubljana,-87,-91,-51,-58,-44,15
2020-03-29,Slovenia,Ljutomer,-88,-48,,,-52,
2020-03-29,Slovenia,Logatec,-88,-47,,-81,-53,
2020-03-29,Slovenia,Metlika,,,,,-58,
2020-03-29,Slovenia,Mozirje,-80,-45,,,-53,
2020-03-29,Slovenia,Municipality of Hrastnik,,,,,-53,
2020-03-29,Slovenia,Murska Sobota,-90,-39,,-44,-50,1
2020-03-29,Slovenia,Nova Gorica,-89,-49,,-60,-52,2
2020-03-29,Slovenia,Novo Mesto,-90,-45,,,-37,19
2020-03-29,Slovenia,Ormož,-61,-50,,,-59,
2020-03-29,Slovenia,Pesnica,-83,,,,-55,
2020-03-29,Slovenia,Piran,-90,-81,-53,,-61,
2020-03-29,Slovenia,Postojna,-73,-46,,-51,-51,
2020-03-29,Slovenia,Ptuj,-95,-92,,-61,-37,18
2020-03-29,Slovenia,Radlje ob Dravi,-81,-45,,,-49,
2020-03-29,Slovenia,Radovljica,-94,-50,-62,-61,-61,
2020-03-29,Slovenia,Ravne na Koroškem,-76,-41,,,-30,
2020-03-29,Slovenia,Ribnica,,,,,-52,
2020-03-29,Slovenia,Ruše,-78,,,,-52,
2020-03-29,Slovenia,Sevnica,-85,-40,,,-51,
2020-03-29,Slovenia,Sežana,-95,-57,,,-44,
2020-03-29,Slovenia,Slovenj Gradec,-86,-57,,,-58,
2020-03-29,Slovenia,Slovenska Bistrica,-100,-49,,,-36,
2020-03-29,Slovenia,Slovenske Konjice,-91,-36,,,-48,
2020-03-29,Slovenia,Tolmin,-68,-49,,,-54,
2020-03-29,Slovenia,Trbovlje,-86,-41,,,-50,
2020-03-29,Slovenia,Trebnje,-92,-49,,,-57,
2020-03-29,Slovenia,Tržič,-84,-44,,,-54,
2020-03-29,Slovenia,Velenje,-93,-58,,-59,-47,0
2020-03-29,Slovenia,Vrhnika,-88,-42,,,-50,
2020-03-29,Slovenia,Zagorje ob Savi,-76,-45,,,-59,
2020-03-29,Slovenia,Črnomelj,-70,-47,,,-47,
2020-03-29,Slovenia,Šentjur,-74,-44,,,-54,
2020-03-29,Slovenia,Škofja Loka,-90,-43,,-63,-64,1
2020-03-29,Slovenia,Šmarje pri Jelšah,-82,-60,2,,-58,
2020-03-29,Slovenia,Žalec,-100,-42,,,-41,0
2020-03-29,Slovakia,Total,-82,-89,-9,-61,-38,10
2020-03-29,Slovakia,Banská Bystrica Region,-81,-88,5,-59,-36,9
2020-03-29,Slovakia,Bratislava Region,-83,-91,-3,-64,-40,12
2020-03-29,Slovakia,Košice Region,-81,-90,67,-60,-34,9
2020-03-29,Slovakia,Nitra Region,-81,-90,29,-58,-36,9
2020-03-29,Slovakia,Prešov Region,-82,-90,-55,-71,-41,10
2020-03-29,Slovakia,Trenčín Region,-78,-88,3,-57,-40,9
2020-03-29,Slovakia,Trnava Region,-81,-89,45,-62,-38,10
2020-03-29,Slovakia,Žilina Region,-83,-88,-25,-68,-41,10
2020-03-29,Senegal,Total,-44,-31,-28,-50,-10,12
2020-03-29,El Salvador,Total,-81,-62,-72,-73,-50,23
2020-03-29,Togo,Total,-37,-25,-21,-41,-9,16
2020-03-29,Thailand,Total,-55,-27,-54,-61,-21,16
2020-03-29,Tajikistan,Total,-8,-8,4,-17,10,-3
2020-03-29,Turkey,Total,-75,-39,-58,-71,-45,17
2020-03-29,Trinidad and Tobago,Total,-29,10,-40,-70,-17,9
2020-03-29,Taiwan,Total,-9,3,17,-24,-1,4
2020-03-29,Tanzania,Total,-16,-8,-7,-11,-9,3
2020-03-29,Uganda,Total,-50,-36,-16,-59,-23,19
2020-03-29,United States of America,Total,-47,-22,-19,-51,-38,12
2020-03-29,United States of America,Alabama,-41,-13,19,-30,-32,9
2020-03-29,United States of America,Alaska,-48,-27,18,-55,-33,10
2020-03-29,United States of America,Arizona,-40,-17,-7,-41,-33,10
2020-03-29,United States of America,Arkansas,-29,-7,81,-22,-27,7
2020-03-29,United States of America,California,-50,-24,-38,-54,-39,15
2020-03-29,United States of America,Colorado,-51,-27,-12,-60,-40,13
2020-03-29,United States of America,Connecticut,-56,-32,-52,-64,-38,15
2020-03-29,United States of America,Delaware,-47,-28,-6,-57,-37,12
2020-03-29,United States of America,District of Columbia,-64,-30,-41,-68,-47,14
2020-03-29,United States of America,Florida,-50,-26,-48,-63,-41,13
2020-03-29,United States of America,Georgia,-42,-17,-2,-52,-37,11
2020-03-29,United States of America,Hawaii,-56,-36,-65,-72,-45,16
2020-03-29,United States of America,Idaho,-42,-18,25,-34,-38,10
2020-03-29,United States of America,Illinois,-53,-24,-29,-55,-39,13
2020-03-29,United States of America,Indiana,-48,-25,24,-34,-36,11
2020-03-29,United States of America,Iowa,-43,-10,41,-28,-29,10
2020-03-29,United States of America,Kansas,-36,-14,72,-20,-30,9
2020-03-29,United States of America,Kentucky,-37,-11,68,-34,-34,9
2020-03-29,United States of America,Louisiana,-45,-16,-18,-49,-35,11
2020-03-29,United States of America,Maine,-50,-22,-24,-56,-31,10
2020-03-29,United States of America,Maryland,-45,-25,29,-51,-39,13
2020-03-29,United States of America,Massachusetts,-59,-36,-56,-73,-42,16
2020-03-29,United States of America,Michigan,-58,-28,15,-55,-43,12
2020-03-29,United States of America,Minnesota,-58,-35,-16,-64,-38,14
2020-03-29,United States of America,Mississippi,-32,-7,27,-29,-30,9
2020-03-29,United States of America,Missouri,-38,-12,73,-34,-32,9
2020-03-29,United States of America,Montana,-51,-25,28,-37,-37,10
2020-03-29,United States of America,Nebraska,-34,-9,109,-18,-24,8
2020-03-29,United States of America,Nevada,-47,-23,-38,-62,-52,14
2020-03-29,United States of America,New Hampshire,-58,-35,-63,-63,-38,13
2020-03-29,United States of America,New Jersey,-59,-33,-36,-70,-44,16
2020-03-29,United States of America,New Mexico,-44,-18,-12,-31,-34,11
2020-03-29,United States of America,New York,-62,-32,-47,-68,-46,16
2020-03-29,United States of America,North Carolina,-40,-15,13,-51,-35,10
2020-03-29,United States of America,North Dakota,-44,-13,73,-36,-24,9
2020-03-29,United States of America,Ohio,-43,-19,117,-33,-35,10
2020-03-29,United States of America,Oklahoma,-36,-12,29,-23,-32,9
2020-03-29,United States of America,Oregon,-51,-25,-22,-47,-38,12
2020-03-29,United States of America,Pennsylvania,-50,-27,7,-52,-38,12
2020-03-29,United States of America,Rhode Island,-55,-30,-50,-67,-37,14
2020-03-29,United States of America,South Carolina,-38,-11,-4,-34,-34,9
2020-03-29,United States of America,South Dakota,-35,-3,126,-31,-25,8
2020-03-29,United States of America,Tennessee,-35,-9,35,-35,-34,8
2020-03-29,United States of America,Texas,-45,-23,-27,-47,-36,13
2020-03-29,United States of America,Utah,-41,-14,26,-44,-40,10
2020-03-29,United States of America,Vermont,-62,-42,-55,-71,-43,13
2020-03-29,United States of America,Virginia,-39,-16,46,-50,-36,11
2020-03-29,United States of America,Washington,-48,-26,-11,-56,-41,13
2020-03-29,United States of America,West Virginia,-38,-16,52,-31,-33,8
2020-03-29,United States of America,Wisconsin,-55,-30,-12,-50,-34,13
2020-03-29,United States of America,Wyoming,-37,-13,29,-14,-29,8
2020-03-29,Uruguay,Total,-75,-45,-79,-71,-35,22
2020-03-29,Uruguay,Artigas Department,-60,-45,-71,-77,-24,-3
2020-03-29,Uruguay,Canelones Department,-74,-49,-77,-75,-31,20
2020-03-29,Uruguay,Cerro Largo Department,-74,-43,-76,-73,-28,13
2020-03-29,Uruguay,Colonia Department,-78,-51,-84,-90,-38,21
2020-03-29,Uruguay,Durazno Department,-68,-39,-68,-79,-21,-2
2020-03-29,Uruguay,Flores Department,-83,-38,-72,,-20,
2020-03-29,Uruguay,Florida Department,-63,-37,-78,-70,-23,13
2020-03-29,Uruguay,Lavalleja Department,-53,-35,-76,-69,-22,-2
2020-03-29,Uruguay,Maldonado Department,-87,-65,-88,-86,-56,24
2020-03-29,Uruguay,Montevideo Department,-73,-37,-72,-58,-37,23
2020-03-29,Uruguay,Paysandú Department,-68,-22,-75,-78,-23,18
2020-03-29,Uruguay,Rivera Department,-71,-33,-76,-67,-33,12
2020-03-29,Uruguay,Rocha Department,-89,-75,-89,-90,-41,9
2020-03-29,Uruguay,Río Negro Department,-72,-49,-82,-64,-27,-3
2020-03-29,Uruguay,Salto Department,-71,-49,-74,-68,-30,17
2020-03-29,Uruguay,San José Department,-60,-40,-78,-61,-23,19
2020-03-29,Uruguay,Soriano Department,-67,-52,-78,,-28,13
2020-03-29,Uruguay,Tacuarembó Department,-67,-43,-77,-76,-25,15
2020-03-29,Uruguay,Treinta y Tres Department,-60,-24,-75,-55,-20,
2020-03-29,Venezuela,Total,-62,-44,-57,-62,-25,16
2020-03-29,Viet Nam,Total,-52,-29,-33,-49,-20,16
2020-03-29,Yemen,Total,-8,-1,-9,-9,-5,5
2020-03-29,South Africa,Total,-79,-60,-55,-80,-49,24
2020-03-29,Zambia,Total,-21,-8,-6,-24,0,10
2020-03-29,Zimbabwe,Total,-2,24,-4,-6,14,13
2020-04-05,United Arab Emirates,Total,-61,-30,-58,-79,-57,31
2020-04-05,Afghanistan,Total,-45,-22,-13,-36,-38,12
2020-04-05,Antigua and Barbuda,Total,-78,-55,-65,-83,-66,
2020-04-05,Angola,Total,-62,-37,-48,-63,-17,22
2020-04-05,Argentina,Total,-83,-54,-87,-76,-52,26
2020-04-05,Argentina,Buenos Aires,-88,-44,-89,-80,-66,30
2020-04-05,Argentina,Buenos Aires Province,-84,-53,-89,-73,-56,25
2020-04-05,Argentina,Catamarca Province,-66,-33,-74,-79,-29,27
2020-04-05,Argentina,Chaco Province,-72,-51,-77,-90,-40,21
2020-04-05,Argentina,Chubut Province,-86,-59,-92,-87,-51,25
2020-04-05,Argentina,Cordoba,-85,-60,-88,-89,-52,29
2020-04-05,Argentina,Corrientes,-76,-56,-86,-88,-39,23
2020-04-05,Argentina,Entre Rios,-83,-57,-91,-82,-46,27
2020-04-05,Argentina,Formosa Province,-69,-40,-78,-63,-30,18
2020-04-05,Argentina,Jujuy,-73,-40,-78,-89,-36,23
2020-04-05,Argentina,La Pampa,-83,-64,-86,-82,-50,26
2020-04-05,Argentina,La Rioja Province,-64,-52,-78,-83,-39,24
2020-04-05,Argentina,Mendoza Province,-78,-50,-81,-69,-45,27
2020-04-05,Argentina,Misiones Province,-75,-52,-80,-91,-42,24
2020-04-05,Argentina,Neuquen,-96,-94,-95,-89,-69,32
2020-04-05,Argentina,Río Negro,-88,-66,-90,-96,-51,27
2020-04-05,Argentina,Salta Province,-77,-43,-80,-67,-40,24
2020-04-05,Argentina,San Juan Province,-71,-42,-76,-85,-39,25
2020-04-05,Argentina,San Luis Province,-82,-57,-88,-91,-49,28
2020-04-05,Argentina,Santa Cruz Province,-80,-66,-87,-85,-53,23
2020-04-05,Argentina,Santa Fe Province,-83,-56,-87,-70,-52,27
2020-04-05,Argentina,Santiago del Estero Province,-72,-44,-71,-87,-40,23
2020-04-05,Argentina,Tierra del Fuego Province,-86,-62,-89,-93,-59,24
2020-04-05,Argentina,Tucumán,-76,-43,-72,-86,-43,25
2020-04-05,Austria,Total,-82,-55,-11,-64,-46,12
2020-04-05,Austria,Burgenland,-78,-37,44,-32,-43,16
2020-04-05,Austria,Carinthia,-80,-55,-25,-49,-44,11
2020-04-05,Austria,Lower Austria,-75,-21,58,-67,-41,12
2020-04-05,Austria,Salzburg,-88,-79,-46,-74,-55,12
2020-04-05,Austria,Styria,-81,-50,-11,-63,-42,11
2020-04-05,Austria,Tyrol,-92,-82,-68,-79,-61,15
2020-04-05,Austria,Upper Austria,-79,-28,32,-59,-41,11
2020-04-05,Austria,Vienna,-80,-44,-18,-65,-47,13
2020-04-05,Austria,Vorarlberg,-81,-53,-24,-69,-49,11
2020-04-05,Australia,Total,-44,-18,-43,-62,-36,14
2020-04-05,Australia,Australian Capital Territory,-39,-3,-7,-61,-36,13
2020-04-05,Australia,New South Wales,-43,-11,-27,-59,-37,14
2020-04-05,Australia,Northern Territory,-29,-16,-22,-58,-25,12
2020-04-05,Australia,Queensland,-37,-17,-35,-60,-33,12
2020-04-05,Australia,South Australia,-40,-13,-48,-59,-30,12
2020-04-05,Australia,Tasmania,-52,-31,-76,-70,-33,15
2020-04-05,Australia,Victoria,-52,-26,-75,-74,-42,18
2020-04-05,Australia,Western Australia,-40,-17,-43,-61,-29,14
2020-04-05,Aruba,Total,-76,-50,-51,-77,-64,
2020-04-05,Bosnia and Herzegovina,Total,-74,-45,-17,-56,-49,12
2020-04-05,Barbados,Total,-88,-92,-88,-90,-75,27
2020-04-05,Barbados,Christ Church,-93,-94,,-100,-78,17
2020-04-05,Barbados,Saint George,-35,,-83,,-83,
2020-04-05,Barbados,Saint James,-93,-100,,,-76,
2020-04-05,Barbados,Saint John,,,,,-68,
2020-04-05,Barbados,Saint Lucy,,,,,-71,
2020-04-05,Barbados,Saint Michael,-90,-93,-100,-85,-77,14
2020-04-05,Barbados,Saint Peter,-75,-12,,,-79,
2020-04-05,Barbados,Saint Philip,-85,-100,,,-72,
2020-04-05,Barbados,Saint Thomas,-40,,,,-71,
2020-04-05,Bangladesh,Total,-67,-44,-29,-64,-54,22
2020-04-05,Belgium,Total,-76,-36,-13,-60,-46,15
2020-04-05,Belgium,Brussels,-84,-49,9,-72,-57,17
2020-04-05,Belgium,Flanders,-75,-26,-15,-55,-45,14
2020-04-05,Belgium,Wallonia,-78,-48,-28,-62,-46,15
2020-04-05,Burkina Faso,Total,-31,-25,-19,-51,-3,14
2020-04-05,Bulgaria,Total,-70,-37,-53,-65,-35,13
2020-04-05,Bulgaria,Blagoevgrad Province,-77,-48,-54,-71,-46,13
2020-04-05,Bulgaria,Burgas,-70,-39,-67,-60,-39,13
2020-04-05,Bulgaria,Dobrich Province,-62,-32,-53,,-24,14
2020-04-05,Bulgaria,Gabrovo,-66,-32,-30,,-28,16
2020-04-05,Bulgaria,Haskovo Province,-73,-42,-54,-75,-38,17
2020-04-05,Bulgaria,Jambol,-63,-43,-53,,-29,16
2020-04-05,Bulgaria,Kardzhali Province,-79,-54,-57,-81,-46,12
2020-04-05,Bulgaria,Kyustendil Province,-62,-39,-55,-46,-36,18
2020-04-05,Bulgaria,Lovec,-70,-31,-34,,-26,16
2020-04-05,Bulgaria,Montana Province,-47,-36,-29,-58,-21,14
2020-04-05,Bulgaria,Pazardzhik,-73,-42,-55,-69,-41,16
2020-04-05,Bulgaria,Pernik,-65,-36,-46,,-28,20
2020-04-05,Bulgaria,Pleven Province,-67,-35,-37,,-27,12
2020-04-05,Bulgaria,Plovdiv Province,-77,-42,-63,-65,-37,15
2020-04-05,Bulgaria,Razgrad,-56,-62,,,-19,11
2020-04-05,Bulgaria,Ruse,-62,-35,-39,-59,-27,11
2020-04-05,Bulgaria,Shumen Province,-68,-34,-49,-65,-23,17
2020-04-05,Bulgaria,Silistra,-49,-24,,,-12,-3
2020-04-05,Bulgaria,Sliven Province,-69,-39,-47,-51,-32,17
2020-04-05,Bulgaria,Smoljan,-76,-68,-63,,-49,2
2020-04-05,Bulgaria,Sofia City Province,-73,-36,-63,-69,-39,16
2020-04-05,Bulgaria,Sofia Province,-67,-34,-49,,-35,15
2020-04-05,Bulgaria,Stara Zagora,-67,-38,-47,-37,-33,13
2020-04-05,Bulgaria,Targovishte Province,-61,-30,,,-24,2
2020-04-05,Bulgaria,Varna,-71,-35,-62,-77,-36,12
2020-04-05,Bulgaria,Veliko Tarnovo Province,-68,-38,-44,-54,-30,12
2020-04-05,Bulgaria,Vidin,-62,-29,,,-24,
2020-04-05,Bulgaria,Vraca,-58,-32,-20,-54,-23,17
2020-04-05,Bahrain,Total,-39,-16,-31,-32,-24,15
2020-04-05,Benin,Total,-23,-6,2,-18,1,8
2020-04-05,Bolivia,Total,-93,-94,-89,-91,-71,35
2020-04-05,Brazil,Total,-67,-24,-66,-57,-30,15
2020-04-05,Brazil,Federal District,-64,-20,-62,-53,-33,17
2020-04-05,Brazil,State of Acre,-67,-20,-56,-65,-23,10
2020-04-05,Brazil,State of Alagoas,-69,-27,-68,-71,-26,14
2020-04-05,Brazil,State of Amapá,-70,-22,-53,-73,-28,11
2020-04-05,Brazil,State of Amazonas,-64,-21,-63,-47,-29,13
2020-04-05,Brazil,State of Bahia,-70,-33,-68,-71,-31,16
2020-04-05,Brazil,State of Ceará,-74,-28,-70,-66,-31,15
2020-04-05,Brazil,State of Espírito Santo,-67,-28,-72,-68,-30,16
2020-04-05,Brazil,State of Goiás,-61,-18,-37,-45,-25,13
2020-04-05,Brazil,State of Maranhão,-59,-18,-48,-64,-18,12
2020-04-05,Brazil,State of Mato Grosso,-57,-19,-38,-52,-19,9
2020-04-05,Brazil,State of Mato Grosso do Sul,-59,-20,-44,-58,-20,11
2020-04-05,Brazil,State of Minas Gerais,-62,-19,-41,-52,-27,13
2020-04-05,Brazil,State of Paraná,-68,-29,-61,-56,-29,14
2020-04-05,Brazil,State of Paraíba,-72,-28,-70,-60,-29,16
2020-04-05,Brazil,State of Pará,-58,-16,-53,-62,-18,12
2020-04-05,Brazil,State of Pernambuco,-71,-26,-69,-57,-31,16
2020-04-05,Brazil,State of Piauí,-69,-32,-48,-77,-26,17
2020-04-05,Brazil,State of Rio Grande do Norte,-70,-30,-71,-64,-30,18
2020-04-05,Brazil,State of Rio Grande do Sul,-70,-28,-68,-62,-31,18
2020-04-05,Brazil,State of Rio de Janeiro,-69,-24,-78,-57,-35,16
2020-04-05,Brazil,State of Rondônia,-56,-11,-30,-66,-18,9
2020-04-05,Brazil,State of Roraima,-65,-19,-54,-67,-21,11
2020-04-05,Brazil,State of Santa Catarina,-74,-37,-80,-72,-35,17
2020-04-05,Brazil,State of Sergipe,-69,-26,-65,-79,-25,14
2020-04-05,Brazil,State of São Paulo,-67,-21,-58,-55,-32,15
2020-04-05,Brazil,State of Tocantins,-54,-22,-29,-63,-16,9
2020-04-05,Bahamas,Total,-96,-97,-83,-96,-76,29
2020-04-05,Botswana,Total,-74,-66,-28,-81,-36,34
2020-04-05,Belarus,Total,-30,-4,19,-25,-9,3
2020-04-05,Belize,Total,-76,-64,-63,-82,-57,22
2020-04-05,Canada,Total,-63,-45,-13,-67,-46,14
2020-04-05,Canada,Alberta,-57,-33,-51,-69,-43,14
2020-04-05,Canada,British Columbia,-53,-30,31,-61,-47,13
2020-04-05,Canada,Manitoba,-54,-29,-30,-61,-40,12
2020-04-05,Canada,New Brunswick,-43,-23,78,-53,-37,8
2020-04-05,Canada,Newfoundland and Labrador,-43,-25,23,-58,-33,8
2020-04-05,Canada,Northwest Territories,-53,-41,,-62,-34,
2020-04-05,Canada,Nova Scotia,-38,-15,44,-51,-33,5
2020-04-05,Canada,Nunavut,-36,,,,-23,
2020-04-05,Canada,Ontario,-60,-32,-11,-67,-47,14
2020-04-05,Canada,Prince Edward Island,-41,-20,-51,,-32,25
2020-04-05,Canada,Quebec,-84,-78,-42,-75,-52,16
2020-04-05,Canada,Saskatchewan,-55,-29,-14,-59,-39,12
2020-04-05,Canada,Yukon,-41,-26,,,-32,
2020-04-05,Switzerland,Total,-76,-25,42,-48,-42,12
2020-04-05,Switzerland,Aargau,-72,4,108,-30,-38,10
2020-04-05,Switzerland,Appenzell Ausserrhoden,-62,13,,-27,-29,
2020-04-05,Switzerland,Appenzell Innerrhoden,-80,,,,-31,
2020-04-05,Switzerland,Basel City,-84,-14,11,-65,-40,24
2020-04-05,Switzerland,Basel-Landschaft,-65,18,110,-32,-31,22
2020-04-05,Switzerland,Canton of Bern,-74,-25,46,-49,-39,10
2020-04-05,Switzerland,Canton of Zug,-64,26,,-39,-42,27
2020-04-05,Switzerland,Fribourg,-77,-15,29,-39,-39,19
2020-04-05,Switzerland,Geneva,-79,-35,41,-77,-46,21
2020-04-05,Switzerland,Glarus,-87,-6,,-2,-39,
2020-04-05,Switzerland,Grisons,-88,-73,-35,-68,-57,19
2020-04-05,Switzerland,Jura,-81,-17,,-30,-35,14
2020-04-05,Switzerland,Lucerne,-79,1,25,-46,-39,16
2020-04-05,Switzerland,Neuchâtel,-72,-26,-18,-33,-39,28
2020-04-05,Switzerland,Nidwalden,-62,0,-36,-57,-41,
2020-04-05,Switzerland,Obwalden,-83,-4,-49,-51,-42,
2020-04-05,Switzerland,Schaffhausen,-81,30,,-34,-37,2
2020-04-05,Switzerland,Schwyz,-62,13,55,-32,-37,21
2020-04-05,Switzerland,Solothurn,-72,-8,100,-40,-35,15
2020-04-05,Switzerland,St. Gallen,-73,-9,70,-29,-36,11
2020-04-05,Switzerland,Thurgau,-66,7,105,-19,-32,15
2020-04-05,Switzerland,Ticino,-86,-65,-41,-57,-47,21
2020-04-05,Switzerland,Uri,-74,0,,-62,-48,
2020-04-05,Switzerland,Valais,-83,-52,-26,-60,-52,14
2020-04-05,Switzerland,Vaud,-73,-24,25,-48,-44,14
2020-04-05,Switzerland,Zurich,-76,-8,65,-56,-42,12
2020-04-05,Cote d'Ivoire,Total,-33,-22,-23,-37,-7,14
2020-04-05,Chile,Total,-69,-49,-70,-59,-42,20
2020-04-05,Cameroon,Total,-27,-18,-22,-25,-2,10
2020-04-05,Colombia,Total,-85,-66,-79,-81,-57,26
2020-04-05,Costa Rica,Total,-74,-41,-74,-70,-43,21
2020-04-05,Cabo Verde,Total,-63,-48,-55,-87,-34,
2020-04-05,Czechia,Total,-63,-13,45,-46,-27,7
2020-04-05,Czechia,Central Bohemian Region,-51,-5,138,2,-25,8
2020-04-05,Czechia,Hradec Králové Region,-69,-19,20,-57,-26,7
2020-04-05,Czechia,Karlovy Vary Region,-65,-26,-5,-59,-27,5
2020-04-05,Czechia,Liberec Region,-62,-10,36,-51,-32,7
2020-04-05,Czechia,Moravian-Silesian Region,-59,-7,75,-50,-23,7
2020-04-05,Czechia,Olomouc Region,-62,-15,57,-61,-24,7
2020-04-05,Czechia,Pardubice Region,-64,-15,67,-64,-24,7
2020-04-05,Czechia,Plzeň Region,-65,-18,67,-39,-27,7
2020-04-05,Czechia,Prague,-70,-19,-17,-61,-34,10
2020-04-05,Czechia,South Bohemian Region,-64,-16,42,-48,-27,6
2020-04-05,Czechia,South Moravian Region,-60,-14,68,-36,-26,8
2020-04-05,Czechia,Vysocina Region,-65,-11,105,-44,-26,7
2020-04-05,Czechia,Zlin Region,-61,-13,66,-56,-27,7
2020-04-05,Czechia,Ústí nad Labem Region,-60,-10,79,-35,-20,5
2020-04-05,Germany,Total,-58,-13,61,-47,-30,8
2020-04-05,Germany,Baden-Württemberg,-60,-2,69,-46,-36,8
2020-04-05,Germany,Bavaria,-65,-19,21,-60,-39,10
2020-04-05,Germany,Berlin,-67,-17,33,-54,-33,8
2020-04-05,Germany,Brandenburg,-46,-7,70,-35,-17,6
2020-04-05,Germany,Bremen,-64,-22,111,-59,-32,7
2020-04-05,Germany,Hamburg,-65,-20,80,-56,-34,9
2020-04-05,Germany,Hesse,-59,-6,96,-62,-34,8
2020-04-05,Germany,Lower Saxony,-58,-17,89,-37,-29,7
2020-04-05,Germany,Mecklenburg-Vorpommern,-54,-13,23,-44,-18,5
2020-04-05,Germany,North Rhine-Westphalia,-53,-6,107,-44,-29,7
2020-04-05,Germany,Rhineland-Palatinate,-56,-3,71,-53,-32,7
2020-04-05,Germany,Saarland,-63,-26,54,-60,-34,8
2020-04-05,Germany,Saxony,-55,-11,63,-43,-16,6
2020-04-05,Germany,Saxony-Anhalt,-51,-7,47,-46,-12,4
2020-04-05,Germany,Schleswig-Holstein,-57,-32,37,-39,-29,7
2020-04-05,Germany,Thuringia,-46,5,77,-28,-18,4
2020-04-05,Denmark,Total,-22,-12,118,-49,-23,7
2020-04-05,Denmark,Capital Region of Denmark,-36,-14,89,-58,-28,7
2020-04-05,Denmark,Central Denmark Region,-21,-12,166,-40,-21,7
2020-04-05,Denmark,North Denmark Region,-18,-6,94,-42,-20,6
2020-04-05,Denmark,Region Zealand,-6,-8,158,-42,-19,6
2020-04-05,Denmark,Region of Southern Denmark,-12,-11,101,-48,-22,6
2020-04-05,Dominican Republic,Total,-78,-60,-71,-83,-53,22
2020-04-05,Ecuador,Total,-82,-64,-78,-78,-59,25
2020-04-05,Estonia,Total,-54,-22,49,-43,-31,8
2020-04-05,Estonia,Harju County,-56,-23,42,-49,-35,9
2020-04-05,Estonia,Hiiu County,,,,,-68,
2020-04-05,Estonia,Ida-Viru County,-48,-16,-39,-35,-26,18
2020-04-05,Estonia,Järva County,-37,-14,,,-42,
2020-04-05,Estonia,Jõgeva County,-38,-14,,,-40,
2020-04-05,Estonia,Lääne County,-48,-28,,,-47,
2020-04-05,Estonia,Lääne-Viru County,-44,-15,,-27,-22,5
2020-04-05,Estonia,Pärnu County,-61,-25,-21,-45,-31,22
2020-04-05,Estonia,Põlva County,-77,-12,,,-48,
